# Telegram Play 12.10.2 (70862), base APK SHA-256 b923544110654a2c0ae4e0d5829c1606b9f8807f76088fb4142622a93e408f8e
C	androidx.recyclerview.widget.ChildHelper	k4.d
C	androidx.recyclerview.widget.DefaultItemAnimator$ChangeInfo	n4.i
C	androidx.recyclerview.widget.DefaultItemAnimator	n4.k
C	androidx.recyclerview.widget.DiffUtil$DiffResult	n4.l
C	androidx.recyclerview.widget.GridLayoutManagerFixed	org.telegram.ui.xi
C	androidx.recyclerview.widget.ItemTouchHelper$Callback	n4.a0
C	androidx.recyclerview.widget.ItemTouchHelper$RecoverAnimation	n4.y
C	androidx.recyclerview.widget.ItemTouchHelper	n4.c0
C	androidx.recyclerview.widget.LinearLayoutManager$LayoutState	n4.e0
C	androidx.recyclerview.widget.LinearLayoutManager	n4.g0
C	androidx.recyclerview.widget.OrientationHelper	androidx.emoji2.text.g
C	androidx.recyclerview.widget.RecyclerView$Adapter	n4.l0
C	androidx.recyclerview.widget.RecyclerView$AdapterDataObservable	n4.m0
C	androidx.recyclerview.widget.RecyclerView$AdapterDataObserver	n4.n0
C	androidx.recyclerview.widget.RecyclerView$EdgeEffectFactory	n4.p0
C	androidx.recyclerview.widget.RecyclerView$ItemAnimator	n4.q0
C	androidx.recyclerview.widget.RecyclerView$ItemDecoration	n4.r0
C	androidx.recyclerview.widget.RecyclerView$LayoutManager	n4.s0
C	androidx.recyclerview.widget.RecyclerView$LayoutParams	n4.t0
C	androidx.recyclerview.widget.RecyclerView$OnScrollListener	n4.w0
C	androidx.recyclerview.widget.RecyclerView$RecycledViewPool	n4.y0
C	androidx.recyclerview.widget.RecyclerView$Recycler	ge.f
C	androidx.recyclerview.widget.RecyclerView$State	n4.d1
C	androidx.recyclerview.widget.RecyclerView$ViewHolder	n4.g1
C	androidx.recyclerview.widget.SimpleItemAnimator	n4.j1
C	androidx.recyclerview.widget.ViewBoundsCheck	ge.b
C	org.telegram.DispatchQueuePriority	xd.c
C	org.telegram.PhoneFormat.PhoneFormat	yd.b
